age_kyr_bp,temp_anomaly_c
133.067,-4.13
133.134,-3.03
133.195,-3.21
133.258,-4.71
133.327,-4.68
133.397,-3.57
133.461,-2.99
133.524,-3.7
133.588,-4.48
133.658,-4.8
133.729,-5.32
133.803,-3.66
133.87,-5.02
133.941,-4.84
134.014,-5.18
134.087,-5.7
134.164,-4.65
134.236,-5.61
134.313,-5.48
134.389,-5.47
134.466,-5.89
134.545,-5.79
134.624,-5.76
134.703,-6.31
134.785,-6.07
134.866,-6.29
134.949,-6.88
135.036,-8.34
135.124,-6.99
135.213,-7.66
135.307,-7.77
135.402,-7.73
135.497,-7.8
135.593,-7.15
135.691,-6.83
135.779,-8.01
135.876,-7.47
135.968,-6.54
136.055,-7.39
136.147,-8.39
136.248,-7.89
136.345,-8.48
136.447,-8.73
136.552,-8.77
136.656,-8.27
136.752,-8.51
136.853,-8.12
136.953,-8.46
137.056,-8.68
137.159,-7.44
137.253,-7.46
137.347,-8.28
137.448,-8.11
137.547,-7.77
137.647,-8.35
137.743,-8.59
137.847,-8.19
137.947,-7.77
138.046,-8.33
138.147,-8.06
138.247,-8.49
138.351,-8.53
138.454,-7.93
138.554,-8.85
138.659,-9.01
138.763,-8.78
138.87,-9.43
138.983,-9.07
139.093,-8.94
139.201,-9.32
139.31,-8.77
139.417,-8.54
139.522,-8.57
139.627,-8.85
139.735,-9.14
139.845,-8.48
139.951,-9.13
140.06,-8.01
140.163,-9.19
140.273,-9.11
140.384,-8.47
140.488,-8.22
140.591,-9.06
140.701,-8.67
140.809,-9.02
140.919,-9.13
141.03,-9.17
141.142,-8.76
141.25,-8.84
141.359,-8.38
141.464,-8.81
141.573,-9.33
141.686,-8.0
141.787,-7.95
141.888,-8.51
141.993,-7.82
142.093,-8.42
142.198,-8.78
142.307,-9.29
142.42,-8.61
142.528,-8.71
142.636,-8.15
142.739,-8.27
142.843,-7.66
142.941,-8.23
143.045,-8.91
143.156,-8.84
143.266,-9.04
143.377,-8.04
143.479,-7.5
143.578,-8.51
143.684,-9.1
143.796,-8.35
143.903,-9.09
144.015,-8.87
144.125,-8.07
144.229,-7.64
144.328,-8.3
144.433,-8.34
144.538,-8.47
144.645,-7.93
144.748,-8.47
144.854,-8.27
144.959,-7.91
145.063,-8.96
145.173,-8.22
145.279,-8.1
145.382,-7.92
145.485,-8.99
145.597,-8.39
145.705,-8.8
145.816,-9.29
145.932,-8.82
146.043,-7.38
146.141,-8.09
146.245,-8.48
146.353,-8.33
146.459,-7.97
146.563,-8.18
146.665,-6.82
146.753,-8.33
146.857,-7.65
146.958,-7.9
147.06,-7.54
147.161,-8.26
147.267,-8.62
147.376,-8.78
147.488,-8.87
147.6,-8.49
147.71,-8.8
147.821,-8.07
147.926,-7.33
148.024,-7.35
148.123,-8.2
148.228,-7.66
148.327,-7.15
148.424,-7.94
148.527,-8.15
148.633,-8.38
148.741,-8.31
148.849,-7.65
148.951,-8.14
149.057,-8.31
149.164,-8.09
149.27,-8.49
149.379,-7.86
149.483,-7.86
149.586,-6.91
149.682,-7.84
149.784,-6.92
149.88,-7.14
149.976,-7.0
150.072,-6.96
150.167,-6.92
150.263,-7.17
150.36,-7.04
150.456,-7.55
150.557,-7.55
150.657,-7.31
150.757,-7.53
150.857,-7.43
150.958,-7.66
151.06,-7.77
151.163,-7.42
151.263,-7.16
151.362,-8.11
151.467,-7.01
151.565,-7.6
151.667,-7.7
151.77,-7.65
151.872,-7.76
151.976,-7.81
152.081,-7.93
152.186,-7.61
152.289,-7.43
152.389,-7.66
152.493,-7.4
152.593,-7.17
152.689,-7.45
152.791,-8.14
152.898,-7.83
152.991,-7.88
153.096,-7.88
153.202,-8.07
153.31,-8.65
153.423,-7.91
153.53,-7.89
153.636,-7.64
153.741,-7.97
153.848,-8.36
153.96,-9.1
154.078,-9.0
154.196,-8.03
154.305,-8.19
154.415,-8.43
154.527,-8.63
154.641,-9.28
154.762,-9.03
154.882,-8.72
154.998,-9.09
155.117,-8.93
155.235,-8.48
155.349,-8.53
155.464,-9.25
155.584,-8.36
155.697,-8.38
155.81,-8.62
155.925,-8.99
156.044,-9.92
156.174,-10.03
156.306,-9.58
156.436,-8.78
156.554,-8.96
156.674,-9.61
156.799,-8.53
156.915,-8.94
157.032,-8.77
157.149,-8.64
157.267,-9.52
157.392,-9.16
157.513,-8.27
157.627,-8.41
157.742,-8.82
157.856,-8.48
157.971,-9.04
158.092,-8.95
158.193,-9.02
158.293,-9.73
158.397,-9.07
158.497,-8.11
158.607,-7.92
158.713,-7.57
158.813,-7.29
158.911,-6.06
159.01,-6.52
159.105,-5.74
159.2,-6.86
159.298,-7.49
159.387,-6.99
159.49,-6.93
159.588,-7.3
159.692,-7.38
159.796,-7.58
159.897,-7.96
160.002,-7.46
160.106,-7.47
160.209,-7.39
160.323,-7.7
160.432,-7.57
160.539,-7.57
160.644,-8.17
160.756,-8.02
160.868,-8.1
160.981,-8.23
161.097,-8.0
161.21,-9.04
161.33,-8.87
161.443,-8.13
161.558,-7.24
161.663,-6.93
161.764,-7.54
161.877,-6.73
161.974,-6.62
162.077,-6.39
162.178,-6.47
162.278,-6.21
162.375,-6.91
162.476,-6.17
162.57,-7.32
162.672,-7.82
162.775,-6.83
162.877,-6.97
162.979,-6.88
163.08,-6.92
163.182,-7.45
163.289,-7.12
163.393,-8.58
163.506,-8.52
163.623,-7.4
163.731,-7.12
163.835,-8.4
163.953,-9.28
164.074,-8.93
164.198,-9.49
164.328,-9.12
164.453,-8.38
164.572,-8.62
164.692,-8.75
164.814,-8.54
164.934,-8.25
165.051,-9.19
165.177,-8.92
165.297,-8.64
165.417,-7.77
165.53,-8.19
165.646,-8.73
165.768,-8.39
165.887,-8.19
166.003,-8.0
166.119,-9.08
166.245,-8.54
166.358,-8.15
166.474,-7.63
166.585,-8.6
166.706,-8.34
166.824,-8.88
166.941,-7.38
167.05,-7.61
167.161,-7.54
167.271,-7.56
167.38,-7.34
167.482,-6.98
167.586,-7.95
167.7,-7.41
167.809,-7.16
167.915,-6.32
168.015,-6.79
168.117,-6.06
168.213,-5.83
168.309,-6.76
168.413,-7.09
168.516,-6.46
168.616,-6.68
168.719,-8.14
168.83,-7.89
168.937,-6.46
169.038,-6.58
169.139,-6.49
169.239,-6.79
169.343,-7.53
169.453,-7.63
169.565,-7.54
169.675,-6.64
169.778,-6.59
169.881,-8.03
169.996,-7.65
170.109,-7.91
170.226,-8.13
170.343,-8.31
170.457,-8.12
170.569,-8.27
170.682,-8.12
170.799,-8.18
170.916,-8.44
171.036,-8.56
171.157,-8.13
171.275,-8.28
171.395,-7.4
171.505,-6.97
171.61,-6.55
171.712,-6.03
171.81,-6.64
171.912,-5.92
172.009,-5.84
172.106,-6.68
172.208,-6.1
172.308,-7.1
172.415,-6.76
172.52,-7.45
172.632,-6.71
172.749,-7.46
172.861,-7.64
172.976,-8.46
173.097,-7.4
173.21,-8.14
173.329,-7.61
173.443,-8.17
173.565,-8.18
173.685,-8.7
173.811,-8.32
173.933,-8.07
174.053,-7.99
174.171,-8.12
174.291,-7.81
174.41,-8.38
174.528,-7.56
174.643,-7.98
174.761,-7.37
174.874,-7.87
174.991,-8.41
175.113,-7.46
175.228,-7.62
175.343,-7.95
175.461,-8.15
175.582,-8.89
175.712,-8.87
175.842,-9.23
175.976,-8.6
176.103,-8.53
176.229,-8.68
176.357,-8.87
176.487,-8.28
176.61,-8.28
176.728,-8.11
176.848,-6.94
176.958,-6.79
177.065,-5.61
177.165,-6.33
177.268,-6.84
177.375,-6.76
177.478,-6.61
177.584,-7.93
177.701,-5.84
177.801,-5.71
177.899,-5.4
177.994,-5.99
178.095,-5.85
178.195,-6.32
178.298,-6.54
178.404,-6.69
178.511,-5.93
178.613,-7.0
178.722,-6.92
178.832,-7.05
178.944,-7.46
179.06,-8.03
179.182,-8.68
179.308,-8.16
179.432,-8.83
179.562,-8.58
179.694,-8.2
179.819,-7.13
179.934,-8.95
180.063,-8.39
180.191,-7.47
180.309,-8.26
180.435,-8.6
180.566,-8.68
180.698,-9.02
180.829,-8.1
180.956,-8.49
181.086,-8.29
181.215,-9.0
181.351,-8.79
181.484,-8.32
181.603,-9.08
181.729,-9.06
181.868,-8.55
182.001,-9.24
182.133,-8.89
182.269,-8.02
182.408,-8.51
182.534,-8.41
182.663,-8.84
182.798,-8.74
182.929,-8.84
183.062,-8.77
183.195,-9.23
183.332,-8.32
183.461,-9.26
183.598,-9.2
183.74,-8.84
183.877,-8.31
184.009,-8.55
184.143,-8.35
184.276,-9.04
184.416,-8.82
184.554,-8.43
184.688,-9.15
184.831,-8.66
184.968,-8.35
185.101,-7.87
185.229,-7.51
185.353,-8.5
185.487,-8.41
185.622,-8.22
185.755,-8.34
185.888,-7.89
186.017,-7.84
186.145,-7.77
186.273,-7.65
186.398,-7.69
186.512,-7.33
186.634,-6.47
186.748,-7.03
186.867,-6.75
186.984,-6.63
187.099,-6.63
187.214,-5.54
187.32,-5.62
187.425,-5.83
187.532,-5.09
187.633,-5.02
187.732,-4.38
187.826,-3.89
187.916,-4.32
188.009,-4.03
188.102,-5.69
188.207,-5.69
188.314,-5.64
188.422,-5.57
188.528,-6.58
188.644,-6.12
188.757,-6.2
188.872,-6.62
188.989,-5.45
189.095,-6.11
189.207,-6.11
189.32,-6.73
189.439,-6.73
189.558,-6.27
189.674,-6.51
189.791,-6.66
189.911,-7.43
190.039,-6.31
190.155,-6.71
190.276,-7.02
190.4,-7.99
190.536,-8.01
190.672,-7.08
190.799,-8.06
190.936,-6.97
191.061,-7.18
191.188,-7.27
191.316,-6.74
191.44,-6.91
191.564,-6.28
191.682,-6.93
191.806,-5.48
191.917,-5.74
192.026,-4.75
192.127,-4.94
192.231,-4.67
192.332,-4.77
192.435,-6.51
192.556,-5.96
192.672,-6.64
192.795,-6.17
192.913,-6.02
193.029,-5.43
193.14,-6.58
193.264,-7.47
193.396,-6.6
193.521,-6.75
193.646,-6.81
193.77,-6.99
193.897,-6.22
194.019,-7.26
194.149,-5.95
194.269,-6.79
194.395,-6.2
194.515,-6.21
194.636,-5.98
194.754,-5.67
194.87,-6.57
194.994,-5.34
195.105,-4.88
195.213,-5.35
195.324,-5.06
195.434,-5.05
195.545,-5.35
195.642,-4.47
195.743,-5.15
195.853,-4.91
195.961,-4.93
196.068,-3.8
196.168,-4.96
196.275,-4.56
196.378,-4.9
196.483,-4.39
196.579,-4.81
196.686,-4.59
196.792,-4.2
196.893,-3.96
196.993,-3.87
197.092,-3.68
197.189,-3.2
197.282,-3.43
197.377,-3.57
197.474,-3.57
197.569,-3.0
197.656,-2.76
197.745,-3.1
197.838,-2.92
197.929,-2.86
198.019,-2.67
198.107,-2.16
198.193,-2.6
198.282,-3.61
198.376,-2.58
198.465,-2.74
198.554,-1.71
198.637,-1.81
198.715,-2.29
198.8,-2.86
198.891,-2.51
198.979,-2.19
199.065,-2.25
199.151,-2.38
199.238,-2.04
199.323,-2.46
199.41,-2.17
199.497,-2.28
199.583,-2.64
199.673,-2.68
199.762,-1.37
199.843,-1.73
199.926,-1.93
200.01,-2.29
200.096,-1.65
200.179,-2.55
200.268,-2.63
200.358,-2.43
200.448,-2.47
200.537,-2.41
200.624,-1.73
200.708,-2.21
200.795,-2.13
200.881,-2.26
200.969,-2.29
201.056,-1.42
201.138,-3.17
201.233,-2.51
201.324,-2.1
201.409,-1.78
201.493,-1.68
201.577,-2.5
201.667,-2.94
201.76,-2.94
201.854,-3.22
201.95,-2.92
202.045,-3.88
202.147,-3.7
202.249,-3.69
202.35,-3.24
202.447,-3.69
202.549,-4.33
202.656,-4.14
202.762,-3.58
202.864,-4.67
202.975,-4.93
203.089,-4.71
203.201,-4.22
203.31,-5.14
203.426,-4.11
203.534,-4.74
203.647,-4.82
203.761,-4.48
203.871,-4.21
203.98,-4.92
204.097,-4.78
204.211,-4.09
204.319,-4.34
204.428,-4.02
204.537,-3.34
204.637,-3.93
204.743,-4.54
204.854,-3.97
204.961,-3.31
205.061,-3.43
205.164,-3.35
205.264,-3.4
205.365,-3.4
205.465,-2.67
205.562,-3.89
205.665,-3.0
205.764,-3.02
205.862,-3.41
205.963,-3.53
206.065,-3.29
206.166,-3.24
206.266,-3.01
206.364,-2.6
206.458,-2.22
206.552,-3.06
206.649,-3.23
206.749,-2.75
206.845,-3.77
206.949,-2.98
207.048,-2.89
207.144,-2.94
207.242,-3.08
207.341,-3.27
207.441,-2.76
207.537,-2.98
207.634,-2.46
207.724,-2.39
207.815,-2.29
207.908,-2.87
208.004,-2.35
208.097,-2.41
208.19,-2.19
208.281,-2.62
208.376,-2.61
208.471,-2.74
208.566,-1.95
208.655,-1.69
208.743,-2.24
208.834,-2.38
208.926,-1.64
209.013,-1.67
209.1,-2.32
209.192,-1.8
209.28,-2.53
209.374,-2.19
209.464,-1.4
209.55,-2.39
209.642,-1.46
209.728,-2.24
209.818,-1.35
209.904,-1.77
209.991,-1.49
210.076,-1.84
210.157,-0.24
210.234,-1.39
210.319,-1.55
210.404,-1.27
210.488,-1.29
210.571,-2.21
210.658,-1.8
210.746,-2.43
210.838,-2.01
210.927,-1.12
211.01,-1.11
211.092,-1.76
211.18,-2.33
211.27,-1.07
211.354,-1.39
211.438,-2.06
211.527,-2.05
211.616,-2.48
211.701,-2.01
211.786,-2.34
211.878,-2.03
211.967,-1.74
212.055,-2.01
212.143,-1.5
212.229,-2.75
212.324,-2.14
212.415,-2.62
212.509,-2.59
212.603,-2.27
212.692,-1.81
212.779,-1.99
212.868,-2.0
212.957,-2.3
213.048,-1.89
213.136,-1.58
213.223,-2.38
213.314,-1.96
213.403,-1.93
213.491,-2.75
213.583,-2.7
213.678,-3.02
213.775,-1.98
213.864,-1.41
213.949,-1.76
214.036,-2.67
214.127,-2.5
214.219,-1.86
214.308,-2.59
214.401,-2.09
214.491,-1.81
214.58,-1.98
214.667,-1.92
214.756,-1.83
214.843,-1.39
214.924,-2.25
215.011,-1.0
215.093,-1.39
215.176,-1.17
215.258,-1.77
215.342,-1.64
215.428,-1.7
215.514,-1.46
215.599,-2.25
215.687,-2.01
215.775,-2.51
215.866,-2.22
215.956,-2.39
216.049,-2.5
216.142,-2.9
216.238,-3.19
216.338,-2.82
216.434,-2.89
216.531,-2.78
216.627,-2.95
216.725,-3.72
216.828,-3.72
216.93,-4.04
217.038,-4.11
217.147,-4.0
217.255,-4.45
217.367,-4.0
217.475,-3.5
217.58,-4.87
217.696,-4.77
217.812,-4.66
217.927,-4.23
218.038,-5.39
218.163,-5.88
218.292,-5.0
218.412,-5.25
218.534,-5.45
218.66,-5.16
218.782,-5.23
218.904,-4.8
219.022,-4.96
219.14,-5.88
219.27,-5.51
219.394,-5.08
219.515,-5.29
219.637,-6.11
219.771,-5.98
219.904,-6.08
220.04,-5.69
220.17,-6.34
220.306,-6.34
220.444,-6.89
220.589,-6.52
220.73,-6.92
220.875,-6.74
221.019,-6.96
221.166,-7.47
221.319,-7.03
221.469,-8.77
221.639,-8.16
221.809,-7.38
221.963,-7.01
222.113,-7.57
222.276,-8.08
222.441,-8.2
222.609,-8.16
222.777,-8.07
222.947,-8.72
223.119,-8.15
223.287,-8.7
223.46,-7.99
223.627,-8.69
223.804,-8.57
223.977,-8.65
224.155,-8.08
224.325,-8.56
224.501,-8.07
224.669,-7.98
224.838,-8.01
225.003,-7.46
225.165,-7.76
225.331,-7.96
225.499,-6.52
225.649,-6.64
225.799,-6.36
225.944,-6.02
226.085,-5.19
226.215,-4.55
226.342,-6.13
226.489,-5.75
226.628,-6.53
226.774,-6.24
226.918,-5.78
227.06,-6.48
227.211,-6.43
227.363,-7.36
227.526,-7.57
227.692,-7.77
227.862,-7.21
228.026,-7.83
228.199,-8.31
228.38,-8.18
228.56,-8.33
228.743,-8.15
228.923,-8.12
229.102,-7.51
229.272,-7.23
229.438,-5.87
229.585,-6.27
229.736,-4.89
229.872,-6.92
230.032,-6.51
230.189,-6.53
230.347,-7.69
230.522,-7.72
230.698,-7.59
230.872,-7.32
231.047,-7.46
231.22,-7.1
231.388,-6.87
231.552,-6.67
231.714,-6.54
231.874,-6.0
232.026,-5.97
232.182,-5.48
232.328,-6.16
232.483,-6.01
232.636,-6.07
232.791,-6.09
232.945,-5.78
233.097,-6.03
233.251,-5.65
233.401,-5.81
233.551,-4.76
233.691,-5.1
233.831,-4.94
233.971,-4.66
234.109,-4.79
234.247,-4.92
234.388,-4.85
234.528,-4.89
234.668,-4.53
234.805,-4.61
234.942,-3.4
235.065,-3.88
235.193,-3.42
235.316,-3.43
235.439,-3.51
235.563,-3.25
235.685,-3.95
235.814,-3.6
235.94,-3.31
236.061,-2.73
236.178,-2.08
236.29,-3.13
236.409,-2.61
236.525,-2.85
236.642,-2.11
236.752,-2.83
236.868,-2.41
236.981,-2.8
237.098,-3.07
237.217,-2.39
237.332,-2.43
237.445,-2.13
237.556,-2.89
237.673,-2.74
237.79,-2.59
237.904,-1.99
238.013,-2.01
238.122,-2.45
238.235,-2.91
238.352,-2.09
238.463,-2.33
238.574,-1.86
238.685,-2.5
238.789,-1.58
238.896,-1.78
239.0,-1.65
239.111,-2.41
239.225,-2.38
239.328,-1.41
239.439,-2.39
239.553,-2.62
239.663,-2.26
239.769,-1.87
239.866,-0.57
239.961,-1.12
240.061,-1.59
240.163,-0.99
240.262,-1.0
240.36,-0.72
240.457,-1.06
240.555,-1.22
240.655,-0.81
240.752,-0.26
240.844,-0.52
240.937,-0.56
241.031,-0.01
241.12,0.29
241.207,0.38
241.293,0.38
241.379,1.03
241.461,0.09
241.547,1.17
241.628,0.51
241.711,1.72
241.787,2.46
241.858,2.56
241.928,2.2
241.999,1.98
242.072,2.73
242.141,1.96
242.214,2.21
242.286,2.71
242.355,2.31
242.425,2.42
242.496,2.06
242.568,1.84
242.642,1.91
242.715,1.89
242.789,1.08
242.867,2.2
242.94,1.81
243.014,1.57
243.09,1.14
243.169,0.74
243.25,0.63
243.333,0.36
243.414,1.01
243.495,0.99
243.574,1.19
243.653,0.87
243.735,0.21
243.821,-0.12
243.909,-0.21
243.999,-0.36
244.089,-1.25
244.187,-1.66
244.289,-2.32
244.398,-2.13
244.505,-1.83
244.609,-2.41
244.718,-2.42
244.828,-3.05
244.944,-2.83
245.059,-3.21
245.177,-3.45
245.298,-3.43
245.42,-4.49
245.552,-3.77
245.677,-4.22
245.808,-5.07
245.948,-4.42
246.082,-5.22
246.225,-5.68
246.375,-5.92
246.528,-6.4
246.688,-7.56
246.862,-6.94
247.031,-6.8
247.198,-7.22
247.366,-6.01
247.522,-5.52
247.677,-5.99
247.832,-6.58
247.992,-5.67
248.142,-5.66
248.293,-5.6
248.443,-6.29
248.602,-5.85
248.755,-5.97
248.911,-6.65
249.075,-6.26
249.235,-6.32
249.396,-6.95
249.566,-6.91
249.736,-7.43
249.915,-7.32
250.092,-7.93
250.279,-7.29
250.456,-7.76
250.637,-7.8
250.822,-7.49
251.002,-7.46
251.182,-7.45
251.358,-7.23
251.534,-7.54
251.719,-8.29
251.915,-8.57
252.115,-8.28
252.31,-8.12
252.503,-8.33
252.699,-7.6
252.883,-8.33
253.079,-7.89
253.269,-8.48
253.468,-8.38
253.665,-7.68
253.852,-7.55
254.035,-7.48
254.217,-7.17
254.395,-7.99
254.586,-8.2
254.781,-7.77
254.969,-7.47
255.152,-7.85
255.341,-7.88
255.531,-7.72
255.719,-8.92
255.917,-7.99
256.11,-7.71
256.298,-7.69
256.48,-7.12
256.658,-6.99
256.833,-7.68
257.02,-7.16
257.199,-6.93
257.375,-8.13
257.568,-7.29
257.75,-6.98
257.926,-7.17
258.105,-6.82
258.278,-6.59
258.448,-6.02
258.61,-6.7
258.781,-7.43
258.965,-7.2
259.145,-7.51
259.331,-8.38
259.532,-7.36
259.716,-7.27
259.898,-7.35
260.085,-7.99
260.281,-8.42
260.483,-7.96
260.679,-8.06
260.874,-6.68
261.049,-7.29
261.231,-7.01
261.411,-7.46
261.597,-7.95
261.792,-8.35
261.995,-7.87
262.19,-7.41
262.376,-7.53
262.565,-7.86
262.758,-7.0
262.939,-7.91
263.134,-7.04
263.315,-6.2
263.483,-6.16
263.649,-6.17
263.817,-6.9
263.994,-6.54
264.168,-6.83
264.345,-7.31
264.531,-6.98
264.712,-6.72
264.889,-7.39
265.077,-7.45
265.266,-7.52
265.457,-7.24
265.643,-7.54
265.834,-7.76
266.036,-7.81
266.24,-8.29
266.459,-8.15
266.675,-7.9
266.88,-7.34
267.077,-8.21
267.285,-8.68
267.5,-8.77
267.718,-8.92
267.939,-8.28
268.147,-8.49
268.359,-8.45
268.571,-8.54
268.785,-8.55
269.0,-8.88
269.222,-8.65
269.439,-8.95
269.663,-9.13
269.891,-8.51
270.107,-9.25
270.337,-8.54
270.553,-8.41
270.768,-8.98
270.994,-9.55
271.232,-9.16
271.463,-9.09
271.693,-9.36
271.928,-9.34
272.164,-9.23
272.397,-9.38
272.635,-9.06
272.866,-9.32
273.102,-9.31
273.338,-8.98
273.569,-9.17
273.803,-9.05
274.035,-9.11
274.268,-9.05
274.501,-8.56
274.724,-8.97
274.955,-8.58
275.179,-8.95
275.41,-9.02
275.644,-8.28
275.861,-7.89
276.073,-8.16
276.289,-8.58
276.514,-8.99
276.748,-8.38
276.971,-8.95
277.205,-9.38
277.448,-8.22
277.668,-7.76
277.879,-7.75
278.089,-8.26
278.31,-8.41
278.535,-9.3
278.778,-7.89
278.993,-8.05
279.212,-8.57
279.44,-8.12
279.66,-8.04
279.878,-7.33
280.083,-6.81
280.278,-6.53
280.467,-5.57
280.639,-6.62
280.831,-7.12
281.032,-6.75
281.222,-7.19
281.419,-7.82
281.633,-7.38
281.841,-6.89
282.033,-6.73
282.228,-6.74
282.423,-6.39
282.612,-6.55
282.804,-6.18
282.99,-6.31
283.178,-5.95
283.36,-5.98
283.543,-5.85
283.723,-5.67
283.902,-6.21
284.088,-5.97
284.271,-5.69
284.45,-5.66
284.628,-5.83
284.809,-5.71
284.989,-5.71
285.168,-6.61
285.361,-5.28
285.535,-5.55
285.713,-5.35
285.89,-5.77
286.07,-5.17
286.241,-5.24
286.413,-5.0
286.58,-5.27
286.75,-5.61
286.927,-4.9
287.094,-5.56
287.268,-5.35
287.444,-4.99
287.613,-4.9
287.781,-5.02
287.948,-4.57
288.111,-4.69
288.267,-5.0
288.426,-4.79
288.596,-5.15
288.767,-4.77
288.928,-5.06
289.102,-5.21
289.264,-5.01
289.432,-4.97
289.599,-4.99
289.762,-4.31
289.918,-4.07
290.067,-3.83
290.22,-3.84
290.374,-4.33
290.534,-4.57
290.698,-4.4
290.857,-4.97
291.018,-5.12
291.181,-5.31
291.358,-5.73
291.541,-6.43
291.727,-5.41
291.906,-5.72
292.09,-6.17
292.283,-6.7
292.485,-6.29
292.68,-6.41
292.879,-6.14
293.073,-6.98
293.281,-7.27
293.486,-7.76
293.711,-7.58
293.933,-7.14
294.146,-6.4
294.346,-7.53
294.568,-7.63
294.792,-8.07
295.018,-7.62
295.243,-7.22
295.454,-7.2
295.67,-6.68
295.876,-6.17
296.072,-4.93
296.249,-5.66
296.436,-5.87
296.63,-6.37
296.831,-6.95
297.04,-7.05
297.258,-7.38
297.48,-8.03
297.695,-7.35
297.896,-7.81
298.128,-7.6
298.356,-7.15
298.576,-7.24
298.79,-6.68
299.001,-6.54
299.209,-6.37
299.415,-6.63
299.626,-6.57
299.836,-5.99
300.035,-5.87
300.232,-5.57
300.424,-4.91
300.609,-5.93
300.808,-6.31
301.015,-6.57
301.227,-7.14
301.451,-7.69
301.668,-7.06
301.891,-7.07
302.116,-7.01
302.339,-5.94
302.542,-6.23
302.751,-6.39
302.963,-6.12
303.17,-5.68
303.369,-5.25
303.562,-5.82
303.763,-4.73
303.954,-5.42
304.148,-5.1
304.329,-5.39
304.524,-5.2
304.716,-4.85
304.906,-5.27
305.1,-4.67
305.284,-3.95
305.456,-4.25
305.633,-4.57
305.817,-5.42
306.014,-5.28
306.211,-5.47
306.41,-5.06
306.604,-5.8
306.807,-6.66
307.031,-7.59
307.269,-6.99
307.491,-6.79
307.72,-6.56
307.945,-6.38
308.167,-6.02
308.382,-5.53
308.588,-6.12
308.805,-5.76
309.017,-5.33
309.223,-5.7
309.434,-5.84
309.649,-6.36
309.873,-5.44
310.082,-5.77
310.297,-5.4
310.506,-5.97
310.725,-5.21
310.931,-5.19
311.133,-5.41
311.337,-5.51
311.542,-5.33
311.755,-4.92
311.954,-5.11
312.16,-4.43
312.356,-4.76
312.558,-5.11
312.765,-4.05
312.956,-4.03
313.146,-4.4
313.342,-3.43
313.523,-3.9
313.71,-2.85
313.883,-3.8
314.07,-3.46
314.252,-3.22
314.43,-3.67
314.616,-3.23
314.796,-2.84
314.968,-2.5
315.136,-3.62
315.322,-3.84
315.512,-2.28
315.679,-2.6
315.849,-2.05
316.011,-1.61
316.166,-1.27
316.317,-2.69
316.488,-2.99
316.666,-2.95
316.844,-3.12
317.025,-3.2
317.209,-3.57
317.398,-3.44
317.586,-3.65
317.777,-3.29
317.964,-3.6
318.156,-4.22
318.359,-4.41
318.568,-5.3
318.794,-4.57
319.006,-4.41
319.216,-4.37
319.426,-4.45
319.637,-4.41
319.848,-4.03
320.053,-3.81
320.254,-4.24
320.462,-3.39
320.657,-3.14
320.846,-2.98
321.033,-3.08
321.222,-2.08
321.396,-2.9
321.581,-2.37
321.76,-2.44
321.939,-2.24
322.115,-1.93
322.287,-1.92
322.458,-1.35
322.621,-1.52
322.787,-1.88
322.957,-1.21
323.119,-1.13
323.279,-0.93
323.437,-0.76
323.592,-1.4
323.755,-0.43
323.907,-0.84
324.063,-0.34
324.212,0.13
324.356,0.08
324.5,-0.23
324.648,-0.56
324.8,-0.16
324.948,-0.24
325.096,-0.08
325.242,0.19
325.385,-0.55
325.529,0.44
325.668,0.85
325.802,0.72
325.938,1.31
326.067,0.56
326.203,0.57
326.341,0.31
326.48,0.57
326.617,0.61
326.75,0.43
326.887,0.16
327.025,0.7
327.161,0.39
327.298,0.46
327.432,0.41
327.56,1.04
327.685,1.19
327.818,0.57
327.949,0.79
328.083,0.7
328.217,0.8
328.351,0.66
328.477,1.36
328.604,1.36
328.733,1.11
328.864,1.0
329.001,0.41
329.141,0.2
329.275,0.79
329.415,0.1
329.551,0.78
329.684,0.49
329.82,0.47
329.952,0.77
330.083,0.92
330.213,0.96
330.343,0.97
330.482,0.15
330.616,0.71
330.753,0.32
330.89,0.35
331.036,-0.34
331.179,-0.1
331.322,-0.12
331.461,0.05
331.599,0.26
331.725,1.03
331.849,1.02
331.979,0.88
332.097,1.79
332.217,1.83
332.33,2.01
332.442,2.32
332.549,2.77
332.653,3.27
332.762,2.53
332.872,2.54
332.976,3.19
333.079,3.19
333.179,3.48
333.277,3.75
333.379,3.34
333.485,3.23
333.59,3.35
333.697,2.9
333.803,3.01
333.902,3.7
334.0,3.62
334.103,2.9
334.207,3.09
334.316,2.69
334.422,2.87
334.528,2.81
334.642,2.04
334.763,1.6
334.88,1.61
335.0,1.36
335.12,1.15
335.25,0.53
335.376,0.8
335.514,-0.07
335.655,-0.62
335.798,-0.66
335.947,-0.95
336.098,-1.48
336.26,-1.92
336.426,-2.14
336.591,-2.17
336.762,-2.65
336.937,-2.94
337.117,-2.78
337.296,-3.17
337.478,-3.16
337.667,-3.5
337.864,-3.98
338.064,-4.12
338.274,-4.6
338.492,-5.07
338.724,-5.68
338.953,-5.5
339.19,-5.95
339.435,-6.21
339.69,-6.55
339.949,-6.96
340.22,-7.1
340.5,-7.71
340.798,-8.39
341.121,-9.18
341.454,-9.56
341.774,-8.99
342.103,-9.22
342.448,-9.66
342.761,-8.98
343.098,-9.14
343.404,-8.33
343.728,-9.03
344.041,-8.62
344.368,-8.85
344.688,-8.84
345.001,-8.53
345.317,-8.69
